prefix	content	marker	group	section	subsection	subsubsection	title	section_tag	context_mask	chunk_summary	group_summary	section_summary
13.	Set SELECTOR VALVE(s) (#5, #10) to setting that matches desired operation by pushing to turn . Ensure proper hose connections. See Section 10 of this manual. ALWAYS ensure PUMP CONTROL VALVE is CLOSED before changing SELECTOR VALVE settings.	2	40	6	0	0		7	0	Set SELECTOR VALVE(s) (#5, #10) to setting that matches desired operation by pushing to turn . Ensure proper hose connections. See Section 10 of this manual. ALWAYS ensure PUMP CONTROL VALVE is CLOSED before changing SELECTOR VALVE settings.		
1.0	VMDS MAJOR SYSTEM COMPONENTS AND DESCRIPTION	0	41	7	0	0	VMDS MAJOR SYSTEM COMPONENTS AND DESCRIPTION	8	0	VMDS MAJOR SYSTEM COMPONENTS AND DESCRIPTION		
1.1	VMDS PART AND SERIAL NUMBERS	0	42	7	1	0	VMDS PART AND SERIAL NUMBERS	9	0	VMDS PART AND SERIAL NUMBERS		VMDS power unit PN: 46182401-V681. VMds tank module n# 31341106-v896. Located on the front passenger’ and rear driver’ side of the tank (above drain valve on back wall) Upon receipt, note the serial numbers and take time to write enter them below! Located on the black and white data plate on the monitor and engraved on mounting bracket/mount flange & outriggers. Also engraved in the
	VMDS Power Unit PN: 46182401-V681 VMDS 750 gal. Tank Module PN: 31341106-V896	-1	43	7	1	0		9	0	VMDS Power Unit PN: 46182401-V681 VMDS 750 gal. Tank Module PN: 31341106-V896	VMDS Power Unit PN: 46182401-V681 VMDS 750 gal. Tank Module PN: 31341106-V896	
	Serial Number Locations	-1	44	7	1	0		9	1	Serial Number Locations	Upon receipt of your system, note the serial numbers and take the time to write enter them below . Located at the top left corner of the Control Panel. Note: There is a data plate in the battery box just above the battery with the serial numbers of the critical components.  These serial numbers are annotated on the DA Form 2062 (hand receipt).	
	Upon receipt of your system, note the serial numbers and take the time to write enter them below .	-1	44	7	1	0		9	0	Upon receipt of your system, note the serial numbers and take the time to write enter them below .		
	VMDS Power Unit Serial No: ____________________________	-1	44	7	1	0		9	1	VMDS Power Unit Serial No: ____________________________		
	Located at the top left corner of the Control Panel.	-1	44	7	1	0		9	0	Located at the top left corner of the Control Panel.		
	Note: There is a data plate in the battery box just above the battery with the serial numbers of the critical components.  These serial numbers are annotated on the DA Form 2062 (hand receipt).	-1	44	7	1	0		9	0	Note: There is a data plate in the battery box just above the battery with the serial numbers of the critical components.  These serial numbers are annotated on the DA Form 2062 (hand receipt).		
	VMDS Tank Serial No: ______________________________	-1	44	7	1	0		9	1	VMDS Tank Serial No: ______________________________		
	Located on the front passenger’s side of the tank (near the stanchion location) and the rear driver’s side of the tank (above the drain valve on the rear wall).	-1	45	7	1	0		9	0	Located on the front passenger’s side of the tank (near the stanchion location) and the rear driver’s side of the tank (above the drain valve on the rear wall).	Located on the front passenger’s side of the tank (near the stanchion location) and the rear driver’s side of the tank (above the drain valve on the rear wall).	
	VMDS Monitor Serial No: _______________________	-1	46	7	1	0		9	1	VMDS Monitor Serial No: _______________________	Located on the black and white data plate on the monitor and engraved on the mounting flange. Located on the upper portion and the base plate of the stanchion.	
	Located on the black and white data plate on the monitor and engraved on the mounting flange.	-1	46	7	1	0		9	0	Located on the black and white data plate on the monitor and engraved on the mounting flange.		
	VMDS Spray Monitor Stanchion Serial No: _______________________	-1	46	7	1	0		9	1	VMDS Spray Monitor Stanchion Serial No: _______________________		
	Located on the upper portion and the base plate of the stanchion.	-1	46	7	1	0		9	0	Located on the upper portion and the base plate of the stanchion.		
	VMDS Front Spray Bar (FSB) Serial No: _______________________	-1	46	7	1	0		9	1	VMDS Front Spray Bar (FSB) Serial No: _______________________		
	Located on the upper portion of the bracket/mount. Also engraved on the outriggers and the mounting brackets.	-1	47	7	1	0		9	0	Located on the upper portion of the bracket/mount. Also engraved on the outriggers and the mounting brackets.	Located on the upper portion of the bracket/mount. Also engraved on the outriggers and the mounting brackets.	
	VMDS Rear Spray Bar (RSB) Serial No: _______________________	-1	48	7	1	0		9	1	VMDS Rear Spray Bar (RSB) Serial No: _______________________	Located on the upper portion of the bracket/mount. Also engraved on the mounting brackets.	
	Located on the upper portion of the bracket/mount. Also engraved on the mounting brackets.	-1	48	7	1	0		9	0	Located on the upper portion of the bracket/mount. Also engraved on the mounting brackets.		
1.2	VMDS KEY COMPONENTS:	0	49	7	2	0	VMDS KEY COMPONENTS:	10	0	VMDS KEY COMPONENTS:		
1.2.1	Power Unit : Weight (with liquids):  approx.~1,000 lbs.	0	50	7	2	1	Power Unit	11	0	Power Unit : Weight (with liquids):  approx.~1,000 lbs.	Frame Dimensions: Approximate dimensions: ~ 48” (L) x ~27.5” (W) x ~38.25” (H)	Frame Dimensions: Approximate dimensions: ~ 48” (L) x ~27.5” (W) x ~38.25” (H) Kubota Model D902-E4B - Liquid Cooled Diesel Engine: 24.8 Hp @ 3,600 rpm MAX 3,600 rpm Rotary Screw Compressor -Type SC18 Output ~95 CFM @ ~100 psi Flow: ~90-95 gal (max) per minute (When working in conjunction with the compressed air foam (CAF) components, pump flow is reduced by as much as 35%) Pressure: ~100 psi Stainless-steel body, aluminum pumping cylinder (center) Preset engine and compressor controls One button push, to start and stop the Power Unit Fuel and Water Separator with Pump/Primer The Power Unit is affixed to an 80-inch wide X 60 inch long platform used for anchoring the power unit to the bed of the truck. Only lift the Platform with extended forks from the driver’ side
	Frame Dimensions: Approximate dimensions: ~ 48” (L) x ~27.5” (W) x ~38.25” (H)	-1	50	7	2	1		11	0	Frame Dimensions: Approximate dimensions: ~ 48” (L) x ~27.5” (W) x ~38.25” (H)		
1.2.1.1	Kubota Model D902-E4B - Liquid Cooled Diesel Engine: 24.8 Hp @ 3,600 rpm MAX 3,600 rpm	0	51	7	2	1		11	0	Kubota Model D902-E4B - Liquid Cooled Diesel Engine: 24.8 Hp @ 3,600 rpm MAX 3,600 rpm	Kubota Model D902-E4B - Liquid Cooled Diesel Engine: 24.8 Hp @ 3,600 rpm MAX 3,600 rpm	
1.2.1.2	Rotary Screw Compressor -Type SC18 Output ~95 CFM @ ~100 psi	0	52	7	2	1		11	0	Rotary Screw Compressor -Type SC18 Output ~95 CFM @ ~100 psi	Rotary Screw Compressor -Type SC18 Output ~95 CFM @ ~100 psi	
1.2.1.3	Pneumatic Pump :	0	53	7	2	1		11	1	Pneumatic Pump :		
•	Flow: ~90-95 gal (max) per minute (When working in conjunction with the compressed air foam (CAF) components, pump flow is reduced by as much as 35%)	1	54	7	2	1		11	0	Flow: ~90-95 gal (max) per minute (When working in conjunction with the compressed air foam (CAF) components, pump flow is reduced by as much as 35%)	Flow: ~90-95 gal (max) per minute (When working in conjunction with the compressed air foam (CAF) components, pump flow is reduced by as much as 35%) Pressure: ~100 psi Stainless-steel body, aluminum pumping cylinder (center)	
•	Pressure: ~100 psi	1	54	7	2	1		11	0	Pressure: ~100 psi		
•	Stainless-steel body, aluminum pumping cylinder (center)	1	54	7	2	1		11	0	Stainless-steel body, aluminum pumping cylinder (center)		
1.2.1.4	Programmable Logic Control	0	55	7	2	1		11	1	Programmable Logic Control		
•	Pre-programmed	1	56	7	2	1		11	1	Pre-programmed	Preset engine and compressor controls One button push, to start and stop the Power Unit	
•	Preset engine and compressor controls	1	56	7	2	1		11	0	Preset engine and compressor controls		
•	One button push, to start and stop the Power Unit	1	56	7	2	1		11	0	One button push, to start and stop the Power Unit		
1.2.1.5	Fuel and Water Separator with Pump/Primer	0	57	7	2	1		11	0	Fuel and Water Separator with Pump/Primer	Fuel and Water Separator with Pump/Primer	
•	Parker/Racor R20P	1	58	7	2	1		11	1	Parker/Racor R20P		
1.2.1.6	Power Unit Platform	0	59	7	2	1		11	1	Power Unit Platform		
	The Power Unit is affixed to an 80-inch wide X 60-inch long platform used to anchor the Power Unit to the bed of the truck. Only lift the Power Unit/Platform with extended forks from the driver’s side of the vehicle or the tailgate end of the platform.  The platform must be strapped down to the bed of the truck for transit.	-1	60	7	2	1		11	0	The Power Unit is affixed to an 80-inch wide X 60 inch long platform used for anchoring the power unit to the bed of the truck. Only lift the Platform with extended forks from the driver’ side	The Power Unit is affixed to an 80-inch wide X 60 inch long platform used for anchoring the power unit to the bed of the truck. Only lift the Platform with extended forks from the driver’ side	
