prefix	c0	content	size	face	marker	line	page	x0	y0	x1	y1	caption	mask	spacing	chunk	group	type	section	subsection	subsubsection	title	section_tag	image_url
	Intelagard, Inc. the Original Equipment Manufacturer.	Intelagard, Inc. the Original Equipment Manufacturer. Please direct comments or suggested	12.0	0	-1	117	6	11.768627790064594	63.01944617069129	88.72319639118669	65.04065773703836	0	0	-0.2	101	17	1	2	0	0		3	
	changes to:	changes to:	12.0	0	-1	118	6	11.768627790064594	64.8982346659959	21.140523673662173	66.91944623234296	0	0	-0.1	101	17	1	2	0	0		3	
	Intelagard, Inc.	Intelagard, Inc.	11.039999961853027	1	-1	119	6	44.02777977239073	67.81113749802715	56.4232022154565	69.74174422447128	0	0	0.9	102	18	0	2	0	0		3	
	Attn:  Project Manager, VMDS	Attn:  Project Manager, VMDS	11.039999961853027	0	-1	120	6	38.694444045521855	69.38950509736033	61.77614498761744	71.24901973839962	0	0	-0.4	103	19	1	2	0	0		3	
	3101 Industrial Lane, Suite C	3101 Industrial Lane, Suite C	11.039999961853027	0	-1	121	6	39.4003275952308	70.99556971077968	61.0702614379085	72.85508435181897	0	0	-0.3	103	19	1	2	0	0		3	
	Broomfield, CO 80020	Broomfield, CO 80020	11.039999961853027	0	-1	122	6	41.694444145252504	72.58647571910512	58.77614738115298	74.44599036014442	0	0	-0.3	103	19	1	2	0	0		3	
	USA	USA	11.039999961853027	0	-1	123	6	48.20424996170343	74.19253262606534	52.24346584743924	76.05204726710464	0	0	-0.3	103	19	1	2	0	0		3	
	1-800-468-6090 (USA); 303-309-6309	1-800-468-6090 (USA); 303-309-6309	11.039999961853027	0	-1	124	6	35.96895504621119	75.78723021227904	64.48202694163604	77.64674485331834	0	0	-0.3	103	19	1	2	0	0		3	
	www.intelagard.com	www.intelagard.com	14.039999961853027	0	-1	125	6	40.400326797385624	77.34290999595565	60.48203013301675	79.7077294551965	0	0	-0.3	103	19	1	2	0	0		3	
	info@intelagard.com	info@intelagard.com	11.039999961853027	0	-1	126	6	41.73366072910284	79.40808691159644	59.59967320261438	81.32335778438684	0	0	-0.3	103	19	1	2	0	0		3	
	This Operator’s Manual pertains to the “Version B” VMDS system, incorporating design	This Operator’s Manual pertains to the “Version B” VMDS system, incorporating design	12.0	1	-1	127	6	11.768627790064594	83.9156565040049	86.8839937097886	86.01414073597302	0	0	2.6	104	19	1	2	0	0		3	
	changes that were requested by the end users and the JPM-Protection from October 2018	changes that were requested by the end users and the JPM-Protection from October 2018	12.0	1	-1	128	6	11.768627790064594	85.79393637300743	87.02123305376838	87.89242060497554	0	0	-0.2	104	19	1	2	0	0		3	
	through August 2019.	through August 2019. The Serial Numbers of the Version B systems start with VM000004.	12.0	1	-1	129	6	11.768627790064594	87.67272486831203	87.9771213905484	89.77120910028015	0	0	-0.2	104	19	1	2	0	0		3	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	130	7	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-85.4	105	20	0	2	0	0		3	
7			12.0	0	2	131	7	11.768627790064594	91.77726976799244	13.411765005074296	93.85909263533776	0	0	85.7	106	20	0	2	0	0		3	
	WARNING SUMMARY (GENERAL)	WARNING SUMMARY (GENERAL)	12.0	1	-1	132	7	33.831699845058466	8.918178442752723	66.67810577193117	11.016663638028232	0	0	-84.9	107	20	0	3	0	0	WARNING SUMMARY (GENERAL)	4	
	WARNING!	WARNING! DEATH OR SEVERE INJURY MAY RESULT IF PERSONNEL FAIL TO	12.0	1	-1	133	7	20.689542932448045	12.405559270068853	88.62837249157475	14.504044465344363	0	0	1.4	108	21	1	3	0	0		4	
	OBSERVE WARNINGS	OBSERVE WARNINGS	9.960000038146973	1	-1	134	7	21.72875747182011	14.189619969840003	39.53268013748468	15.931362575954862	0	0	-0.3	108	21	1	3	0	0		4	
•	Remove all jewelry before starting work.	Remove all jewelry before starting work. Metal objects such as rings or tools can cause	12.0	0	1	135	7	14.70980426065283	19.146462642785277	88.6876025231056	21.228279730286264	0	0	3.2	109	22	2	3	0	0		4	
	grave injuries and equipment damage.	grave injuries and equipment damage.	12.0	0	-1	136	7	17.65032624886706	20.9222254126963	49.02777578316483	22.943436979043366	0	0	-0.3	109	22	2	3	0	0		4	
•	Do not allow tools to contact live circuits.	Do not allow tools to contact live circuits. A direct short can cause instant heating of tools	12.0	0	1	137	7	14.70980426065283	24.479802449544273	88.729090472452	26.56161953704526	0	0	1.5	110	22	2	3	0	0		4	
	resulting in equipment damage and personnel burns.	resulting in equipment damage and personnel burns. Failure to comply may result in	12.0	0	-1	138	7	17.65032624886706	26.255557512996173	88.6993408203125	28.27676907934324	0	0	-0.3	110	22	2	3	0	0		4	
	personal injury.	personal injury.	12.0	0	-1	139	7	17.65032624886706	27.997980214128592	30.45424916385825	30.01919178047566	0	0	-0.3	110	22	2	3	0	0		4	
•	TOXIC CHEMICALS, DIESEL FUEL, VOLTAGE (12V DC) are used in the operation	TOXIC CHEMICALS, DIESEL FUEL, VOLTAGE (12V DC) are used in the operation	12.0	0	1	140	7	14.70980426065283	31.559341122405698	88.7271257786969	33.641160136521464	0	0	1.5	111	22	2	3	0	0		4	
	of the equipment.	of the equipment. CARBON-MONOXIDE is present in the exhaust gases of the engine.	12.0	0	-1	141	7	17.65032624886706	33.3351058189315	87.19280965967116	35.35631738527857	0	0	-0.3	111	22	2	3	0	0		4	
•	ALWAYS wear military standard personal protective equipment (PPE) when handling,	ALWAYS wear military standard personal protective equipment (PPE) when handling,	12.0	0	1	142	7	14.70980426065283	36.89267707593513	88.699360766442	38.974496090050906	0	0	1.5	112	22	2	3	0	0		4	
	mixing and using decontamination solutions.	mixing and using decontamination solutions.	12.0	0	-1	143	7	17.65032624886706	38.66843791923138	53.87091543160233	40.68964948557844	0	0	-0.3	112	22	2	3	0	0		4	
•	Wear hearing protection when near (within 30 feet of) the running power unit.	Wear hearing protection when near (within 30 feet of) the running power unit.	12.0	0	1	144	7	14.70980426065283	42.22600917623501	79.5457528307547	44.307828190350776	0	0	1.5	113	22	2	3	0	0		4	
•	An operator must be in attendance at all times during operation of the power unit.	An operator must be in attendance at all times during operation of the power unit.	12.0	0	1	145	7	14.70980426065283	45.83207332726681	82.62418360491984	47.91389234138258	0	0	1.5	114	22	2	3	0	0		4	
•	Make certain that the fuel supply and fuel return lines are properly connected before	Make certain that the fuel supply and fuel return lines are properly connected before	12.0	0	1	146	7	14.70980426065283	49.422978873204706	88.68756263084661	51.50479788732047	0	0	1.5	115	22	2	3	0	0		4	
	operating the power unit	operating the power unit	12.0	0	-1	147	7	17.65032624886706	51.19873971650095	37.361110113804635	53.219951282848015	0	0	-0.3	115	22	2	3	0	0		4	
•	Authorized fuel will be obtained only from authorized fuel services or fuel trucks.	Authorized fuel will be obtained only from authorized fuel services or fuel trucks.	12.0	0	1	148	7	14.70980426065283	54.75883869209675	88.7271257786969	56.84065770621252	0	0	1.5	116	22	2	3	0	0		4	
	Siphoning fuel from vehicles is prohibited.	Siphoning fuel from vehicles is prohibited.	12.0	0	-1	149	7	17.65032624886706	56.534599535393	52.282679938023385	58.55581110174006	0	0	-0.3	116	22	2	3	0	0		4	
•	When operating tank drain valves and couplings wear gloves to help prevent injury to	When operating tank drain valves and couplings wear gloves to help prevent injury to	12.0	0	1	150	7	14.70980426065283	60.09217079239663	88.7271257786969	62.173989806512395	0	0	1.5	117	22	2	3	0	0		4	
	fingers and hands.	fingers and hands.	12.0	0	-1	151	7	17.65032624886706	61.86793163569287	32.454247568167894	63.88914320203993	0	0	-0.3	117	22	2	3	0	0		4	
•	Keep decontaminant containers closed and stored in a cool dry place.	Keep decontaminant containers closed and stored in a cool dry place. Mix only in	12.0	0	1	152	7	14.70980426065283	65.4255028926965	88.74182607613358	67.50732576004182	0	0	1.5	118	22	2	3	0	0		4	
	accordance with directions for use.	accordance with directions for use.	12.0	0	-1	153	7	17.65032624886706	67.20126373599274	46.027778176700366	69.2224753023398	0	0	-0.3	118	22	2	3	0	0		4	
•	Keep clear of the exhaust stack during operation of the power unit.	Keep clear of the exhaust stack during operation of the power unit.	12.0	0	1	154	7	14.70980426065283	70.75883499299637	70.52124123168147	72.84065786034171	0	0	1.5	119	22	2	3	0	0		4	
	<img0002>	<img0002>	-1.0	-1	-1	155	7	11.764705882352942	11.117420774517639	20.833333333333332	17.34216863458807	0	1	-61.7	120	23	0	3	0	0		4	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	156	8	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-13.0	121	23	0	3	0	0		4	
8			12.0	0	2	157	8	11.768627790064594	91.77726976799244	13.411765005074296	93.85909263533776	0	0	85.7	122	23	0	3	0	0		4	
	WARNING SUMMARY (SPECIFIC)	WARNING SUMMARY (SPECIFIC)	12.0	1	-1	158	8	37.12581809050118	12.405559270068853	69.44280886182598	14.504044465344363	0	0	-81.5	123	23	0	4	0	0	WARNING SUMMARY (SPECIFIC)	5	
	Although every effort has been taken to ensure that the VMDS is safe to operate, the operator	Although every effort has been taken to ensure that the VMDS is safe to operate, the operator	12.0	0	-1	159	8	11.768627790064594	19.361613495181306	88.72123169743158	21.382825061528372	0	0	4.9	124	24	1	4	0	0		5	
	MUST	MUST be aware that this system uses pressurized water to apply decontamination solutions onto	12.0	1	-1	160	8	11.768627790064594	21.104043902772847	88.71928694980596	23.216164714158186	0	0	-0.3	124	24	1	4	0	0		5	
	a target.	a target. Precautions MUST be taken to ensure operator safety.	12.0	1	-1	161	8	11.768627790064594	22.846466603905267	61.756537942325366	24.9585874152906	0	0	-0.4	124	24	0	4	0	0		5	
	Operators must read this manual and be familiar with the safety considerations outlined herein.	Operators must read this manual and be familiar with the safety considerations outlined herein.	12.0	0	-1	162	8	11.768627790064594	27.497977439803307	89.17647218392565	29.519189006150373	0	0	2.5	125	25	1	4	0	0		5	
	Refer to the	Refer to the Warning Summary in this manual for an explanation of potential risks.	12.0	1	-1	163	8	11.768627790064594	29.240400140935726	78.83986928104575	31.352520952321065	0	0	-0.3	125	25	1	4	0	0		5	
	Throughout this manual	Throughout this manual Important Procedures , Cautions and Warnings will be clearly	12.0	1	-1	164	8	11.768627790064594	33.880557435931586	88.73987135544321	35.992678247316924	0	0	2.5	126	26	0	4	0	0		5	
	identified with the symbol below.  Ensure the cautions, warnings and procedures specified herein	identified with the symbol below.  Ensure the cautions, warnings and procedures specified herein	12.0	0	-1	165	8	11.768627790064594	35.622980137064005	88.69608960120506	37.64419170341107	0	0	-0.4	126	26	1	4	0	0		5	
	are closely followed.	are closely followed.	12.0	0	-1	166	8	11.768627790064594	37.36540669142598	29.63071835586448	39.386618257773044	0	0	-0.3	126	26	1	4	0	0		5	
	This symbol is used throughout this manual to clearly	This symbol is used throughout this manual to clearly	12.0	0	-1	167	8	27.218954547557956	44.48964668042732	73.56992734023949	46.339643844450364	0	0	5.1	127	26	1	4	0	0		5	
	indicate an	indicate an important procedural step or warning	12.0	1	-1	168	8	27.218954547557956	46.200253265072604	73.57678382225286	48.16388987531566	0	0	-0.1	127	26	1	4	0	0		5	
	statement.	statement.	12.0	1	-1	169	8	27.218954547557956	47.94267596620502	35.94934550765293	49.90631257644808	0	0	-0.2	127	26	1	4	0	0		5	
	When	When accompanied with the word	12.0	0	-1	170	8	38.04738661822151	47.97449593592172	73.58267790351817	49.82449309994476	0	0	-1.9	128	26	1	4	0	0		5	
	""""	""" WARNING "" this symbol indicates that personal injury or"	12.0	1	-1	171	8	27.218954547557956	49.685102520567	73.58268787658292	51.64873913081006	0	0	-0.1	128	26	1	4	0	0		5	
